-0.0350952	0.572206	2.29218	-0.000915527	5	
-0.0344849	0.572206	2.28638	-0.000305176	5	
-0.0350952	0.573732	2.28149	-0.000915527	5	
-0.03479	0.57068	2.27844	-0.000915527	5	
-0.0350952	0.569154	2.27692	-0.000305176	5	
-0.0350952	0.572206	2.27692	-0.000610352	5	
-0.0354004	0.572206	2.27875	-0.000610352	5	
-0.0360107	0.57068	2.28088	-0.000915527	5	
-0.0357056	0.57068	2.28302	-0.000305176	5	
-0.0357056	0.575258	2.28516	-0.000610352	5	
-0.0354004	0.572206	2.28668	-0.000610352	5	
-0.0357056	0.57068	2.2876	0	5	
-0.0354004	0.573732	2.28821	-0.000915527	5	
-0.0363159	0.573732	2.28851	-0.000915527	5	
-0.0357056	0.573732	2.28851	-0.000610352	5	
-0.0360107	0.572206	2.28668	-0.000610352	5	
-0.0366211	0.57068	2.28546	-0.000610352	5	
-0.0369263	0.57068	2.28149	-0.00152588	5	
-0.0366211	0.575258	2.27325	-0.0012207	5	
-0.0366211	0.57068	2.25922	-0.000610352	5	
-0.0366211	0.572206	2.23846	-0.000915527	5	
-0.0369263	0.575258	2.21008	-0.000305176	5	
-0.0369263	0.573732	2.17377	-0.000610352	5	
-0.0369263	0.575258	2.12677	-0.000610352	5	
-0.0369263	0.57068	2.07367	-0.000610352	5	
-0.0369263	0.573732	2.01385	-0.000915527	5	
-0.0375366	0.572206	1.94733	0	5	
-0.0369263	0.573732	1.87897	-0.000610352	5	
-0.0378418	0.572206	1.80908	0	5	
-0.0375366	0.573732	1.74072	-0.000610352	5	
-0.0378418	0.567629	1.67572	-0.000610352	5	
-0.038147	0.575258	1.61407	-0.0012207	5	
-0.0372314	0.569154	1.5567	0	5	
-0.0375366	0.572206	1.50391	-0.000305176	5	
-0.0378418	0.575258	1.45538	-0.000915527	5	
-0.038147	0.575258	1.40869	-0.000915527	5	
-0.0372314	0.57068	1.36444	-0.000915527	5	
-0.0378418	0.57068	1.32141	-0.000610352	5	
-0.0387573	0.575258	1.28021	-0.000610352	5	
-0.0375366	0.569154	1.24146	-0.000305176	5	
-0.038147	0.572206	1.20544	-0.000305176	5	
-0.0372314	0.57068	1.1734	-0.000610352	5	
-0.0369263	0.572206	1.14624	-0.000915527	5	
-0.0366211	0.572206	1.12305	-0.000915527	5	
-0.0354004	0.57068	1.10443	-0.000915527	5	
-0.0354004	0.573732	1.08612	0	5	
-0.0341797	0.576784	1.0733	-0.000610352	5	
-0.0326538	0.573732	1.06232	-0.000610352	5	
-0.0317383	0.572206	1.0556	0	5	
-0.0305176	0.573732	1.05255	-0.000610352	5	
-0.0286865	0.573732	1.05164	0	5	
-0.027771	0.575258	1.05408	-0.00152588	5	
-0.0253296	0.573732	1.05804	-0.000305176	5	
-0.0241089	0.572206	1.06537	-0.000610352	5	
-0.022583	0.572206	1.07544	-0.000915527	5	
-0.0195312	0.575258	1.08734	-0.0012207	5	
-0.0186157	0.573732	1.10138	-0.000610352	5	
-0.0167847	0.57068	1.11542	-0.000305176	5	
-0.0143433	0.573732	1.12885	-0.000305176	5	
-0.012207	0.575258	1.13922	-0.000610352	5	
