acute161_0005.acq
5 msec/sample
5 channels
PPG100C
Volts
GSR100C
microsiemens
RSP100C
Volts
Scanner TTL
Volts
Scanner Trigger
Volts
min	CH1	CH2	CH3	CH6	CH20	
0.0141667	0.00732422	1.93634	1.59576	-0.000610352	5	
0.01425	0.00762939	1.93329	1.58508	-0.00183105	5	
0.0143333	0.00854492	1.93176	1.57959	0	5	
0.0144167	0.00793457	1.93024	1.57806	0.000305176	5	
0.0145	0.00732422	1.93329	1.57837	0	5	
0.0145833	0.00823975	1.93634	1.5799	0	5	
0.0146667	0.00762939	1.93176	1.58356	-0.000305176	5	
0.01475	0.00823975	1.93329	1.58569	-0.000305176	5	
0.0148333	0.00762939	1.93176	1.58905	-0.000610352	5	
0.0149167	0.00854492	1.93482	1.59027	-0.0012207	5	
0.015	0.00823975	1.93787	1.59149	-0.000305176	5	
0.0150833	0.00823975	1.93024	1.59241	0	5	
0.0151667	0.00793457	1.92566	1.58905	-0.000610352	5	
0.01525	0.00793457	1.93634	1.58661	-0.000610352	5	
0.0153333	0.00793457	1.93024	1.58051	-0.000915527	5	
0.0154167	0.00823975	1.93329	1.57227	-0.000305176	5	
0.0155	0.00823975	1.93634	1.56067	-0.000610352	5	
0.0155833	0.00823975	1.93482	1.5451	0.000610352	5	
0.0156667	0.00823975	1.93024	1.52771	-0.000610352	5	
0.01575	0.00823975	1.93634	1.50635	-0.0012207	5	
0.0158333	0.00823975	1.93482	1.48499	0.000305176	5	
0.0159167	0.00823975	1.93024	1.46484	-0.000305176	5	
0.016	0.0088501	1.93024	1.44745	-0.000610352	5	
0.0160833	0.00762939	1.93024	1.43402	-0.000610352	5	
0.0161667	0.00793457	1.93176	1.42639	-0.000915527	5	
0.01625	0.00823975	1.93787	1.4209	-0.0012207	5	
0.0163333	0.00915527	1.93024	1.41724	0.000610352	5	
0.0164167	0.00823975	1.93329	1.41449	-0.000915527	5	
0.0165	0.00854492	1.93634	1.41266	-0.000610352	5	
0.0165833	0.00854492	1.92871	1.40961	-0.000915527	5	
0.0166667	0.00854492	1.93176	1.40594	0	5	
0.01675	0.0088501	1.93787	1.40411	-0.000915527	5	
0.0168333	0.00762939	1.93329	1.40259	0.000305176	5	
0.0169167	0.00793457	1.93329	1.40228	0	5	
0.017	0.00762939	1.93634	1.40411	-0.000610352	5	
0.0170833	0.00823975	1.93176	1.40625	-0.000610352	5	
0.0171667	0.00823975	1.93482	1.40961	-0.000915527	5	
0.01725	0.00854492	1.93634	1.41113	-0.0012207	5	
0.0173333	0.00854492	1.93482	1.41113	0	5	
0.0174167	0.00793457	1.93176	1.41022	-0.000610352	5	
0.0175	0.00823975	1.93787	1.40869	0	5	
0.0175833	0.00762939	1.92871	1.40503	-0.000915527	5	
0.0176667	0.00793457	1.93176	1.40167	-0.000610352	5	
0.01775	0.00854492	1.93787	1.39771	-0.00183105	5	
0.0178333	0.00823975	1.92871	1.39343	0	5	
0.0179167	0.00762939	1.93176	1.38733	-0.000915527	5	
0.018	0.00823975	1.93482	1.38	0	5	
0.0180833	0.00762939	1.92871	1.36963	-0.00152588	5	
0.0181667	0.00823975	1.93329	1.3559	-0.000915527	5	
0.01825	0.00854492	1.93787	1.33881	-0.00183105	5	
0.0183333	0.00823975	1.93024	1.31958	0	5	
0.0184167	0.00793457	1.93329	1.297	-0.000915527	5	
0.0185	0.00823975	1.93482	1.27472	0	5	
0.0185833	0.0088501	1.93176	1.25092	-0.000915527	5	
0.0186667	0.00823975	1.92719	1.22864	-0.0012207	5	
0.01875	0.00823975	1.93482	1.2085	-0.000305176	5	
0.0188333	0.00762939	1.92871	1.19049	-0.000915527	5	
0.0189167	0.00793457	1.93329	1.17859	-0.000305176	5	
0.019	0.00854492	1.93329	1.17157	-0.000915527	5	
0.0190833	0.00793457	1.93024	1.16791	-0.000915527	5	
0.0191667	0.00823975	1.93024	1.16882	-0.000915527	5	
0.01925	0.0088501	1.93482	1.17065	0	5	
0.0193333	0.00823975	1.93329	1.17279	-0.00152588	5	
0.0194167	0.0088501	1.92871	1.17584	0.000305176	5	
0.0195	0.00854492	1.93329	1.17523	-0.000915527	5	
0.0195833	0.00823975	1.93482	1.17432	-0.000915527	5	
0.0196667	0.00854492	1.93329	1.17004	-0.00152588	5	
0.01975	0.0088501	1.93024	1.16425	-0.000915527	5	
0.0198333	0.00854492	1.93482	1.15479	-0.000915527	5	
0.0199167	0.00854492	1.93329	1.14716	-0.000915527	5	
0.02	0.00793457	1.93482	1.138	-0.000915527	5	
0.0200833	0.00823975	1.93329	1.12915	-0.000610352	5	
0.0201667	0.00823975	1.93482	1.12122	-0.000610352	5	
0.02025	0.00793457	1.93329	1.11206	-0.000610352	5	
0.0203333	0.00854492	1.93329	1.10291	-0.000915527	5	
0.0204167	0.00823975	1.93482	1.09436	-0.000610352	5	
0.0205	0.00823975	1.93329	1.07849	-0.000915527	5	
0.0205833	0.00854492	1.93634	1.05774	-0.000610352	5	
0.0206667	0.0088501	1.93329	1.03088	0.000610352	5	
0.02075	0.00823975	1.92719	1.00128	-0.000610352	5	
0.0208333	0.00854492	1.93482	0.970154	-0.000610352	5	
0.0209167	0.00793457	1.93176	0.941162	-0.000305176	5	
0.021	0.0088501	1.93176	0.915527	-0.000610352	5	
0.0210833	0.00854492	1.93482	0.894775	-0.000915527	5	
0.0211667	0.00854492	1.93329	0.879822	0	5	
0.02125	0.00823975	1.93176	0.870056	0.000305176	5	
0.0213333	0.00854492	1.93787	0.866089	-0.000915527	5	
0.0214167	0.0088501	1.93024	0.866394	0	5	
0.0215	0.00823975	1.93329	0.86853	-0.000915527	5	
0.0215833	0.00854492	1.93634	0.874023	-0.000610352	5	
0.0216667	0.00823975	1.92566	0.880127	-0.000610352	5	
0.02175	0.00823975	1.93482	0.888977	-0.000610352	5	
0.0218333	0.0088501	1.93787	0.896606	-0.000915527	5	
0.0219167	0.00854492	1.93176	0.905151	-0.000610352	5	
0.022	0.00915527	1.93024	0.910034	0.000305176	5	
0.0220833	0.00793457	1.93329	0.916748	0	5	
0.0221667	0.00854492	1.93176	0.920715	-0.000610352	5	
0.02225	0.00854492	1.92871	0.924072	-0.000915527	5	
0.0223333	0.00915527	1.93939	0.925293	-0.000915527	5	
0.0224167	0.00823975	1.93329	0.923462	0	5	
0.0225	0.0088501	1.93329	0.9198	-0.000610352	5	
0.0225833	0.0088501	1.93176	0.911255	-0.000305176	5	
0.0226667	0.00946045	1.93329	0.896301	-0.000305176	5	
0.02275	0.00915527	1.93482	0.874634	-0.0012207	5	
0.0228333	0.00823975	1.93176	0.844116	-0.000610352	5	
0.0229167	0.00823975	1.93329	0.806885	0	5	
0.023	0.00854492	1.93329	0.766602	-0.000610352	5	
0.0230833	0.00823975	1.93024	0.727234	-0.000610352	5	
0.0231667	0.0088501	1.92871	0.689392	-0.000915527	5	
0.02325	0.00854492	1.93329	0.657654	-0.000915527	5	
0.0233333	0.00793457	1.93329	0.630798	0	5	
0.0234167	0.00823975	1.93024	0.60791	-0.000305176	5	
0.0235	0.00762939	1.93024	0.588074	-0.000915527	5	
0.0235833	0.00793457	1.93482	0.566711	-0.000305176	5	
0.0236667	0.00762939	1.93482	0.543518	-0.00152588	5	
0.02375	0.00793457	1.93329	0.518799	-0.00152588	5	
0.0238333	0.00762939	1.93482	0.49408	-0.000305176	5	
0.0239167	0.00823975	1.93329	0.469666	-0.0012207	5	
0.024	0.00793457	1.93024	0.447998	-0.000610352	5	
0.0240833	0.00793457	1.93787	0.427856	-0.000915527	5	
0.0241667	0.00854492	1.93482	0.40863	-0.000305176	5	
0.02425	0.00762939	1.93329	0.393372	-0.00152588	5	
0.0243333	0.00823975	1.93482	0.379333	0	5	
0.0244167	0.00854492	1.92871	0.362854	-0.000915527	5	
0.0245	0.00793457	1.93176	0.301819	0.000305176	5	
0.0245833	0.00762939	1.92871	0.136108	-0.0012207	5	
0.0246667	0.00823975	1.92871	-0.151672	-0.000610352	5	
0.02475	0.00854492	1.93329	-0.539856	-0.0012207	5	
0.0248333	0.00854492	1.93024	-0.988159	0	5	
0.0249167	0.00762939	1.92871	-1.43494	0	5	
0.025	0.00793457	1.93176	-1.82098	-0.000915527	5	
0.0250833	0.00762939	1.93329	-2.11182	-0.0012207	5	
0.0251667	0.00793457	1.93787	-2.28973	-0.000610352	5	
0.02525	0.00823975	1.93482	-2.35992	0.000305176	5	
0.0253333	0.00762939	1.93024	-2.33734	-0.000610352	5	
0.0254167	0.00762939	1.94092	-2.24548	-0.000915527	5	
0.0255	0.00762939	1.93482	-2.1109	-0.000915527	5	
0.0255833	0.00793457	1.93787	-1.95679	0	5	
0.0256667	0.00854492	1.93482	-1.79871	-0.0012207	5	
0.02575	0.00823975	1.93482	-1.651	-0.000915527	5	
0.0258333	0.00793457	1.93329	-1.51825	0	5	
0.0259167	0.00854492	1.93939	-1.39954	-0.000915527	5	
0.026	0.00793457	1.93329	-1.29608	-0.000610352	5	
0.0260833	0.00823975	1.93634	-1.20605	-0.000915527	5	
0.0261667	0.00854492	1.93787	-1.12915	-0.0012207	5	
0.02625	0.00823975	1.93024	-1.06384	-0.000915527	5	
0.0263333	0.00854492	1.93634	-1.008	-0.000305176	5	
0.0264167	0.00793457	1.93939	-0.960693	-0.000610352	5	
0.0265	0.00854492	1.93634	-0.924072	-0.000915527	5	
0.0265833	0.00762939	1.93482	-0.89386	-0.000915527	5	
0.0266667	0.00793457	1.93329	-0.870056	-0.000915527	5	
0.02675	0.00823975	1.93329	-0.851135	-0.000305176	5	
0.0268333	0.0088501	1.93176	-0.836792	0	5	
0.0269167	0.0088501	1.93329	-0.823975	-0.000305176	5	
0.027	0.00823975	1.92871	-0.816956	-0.00152588	5	
0.0270833	0.00793457	1.93176	-0.809937	-0.000610352	5	
0.0271667	0.00823975	1.93482	-0.808105	-0.000610352	5	
0.02725	0.00793457	1.93329	-0.809021	-0.000915527	5	
0.0273333	0.00793457	1.93482	-0.812683	-0.0012207	5	
0.0274167	0.0088501	1.93482	-0.818787	-0.000610352	5	
0.0275	0.00823975	1.93329	-0.827026	-0.000915527	5	
0.0275833	0.00823975	1.93482	-0.840759	-0.000610352	5	
0.0276667	0.00823975	1.93329	-0.860901	-0.000610352	5	
0.02775	0.00823975	1.93482	-0.895996	-0.000610352	5	
0.0278333	0.00823975	1.93482	-0.946655	-0.00183105	5	
0.0279167	0.00854492	1.93482	-1.0141	0.000305176	5	
0.028	0.00823975	1.92871	-1.09833	-0.0012207	5	
0.0280833	0.00823975	1.93024	-1.21918	-0.000610352	5	
0.0281667	0.00793457	1.93329	-1.40289	-0.00152588	5	
0.02825	0.00823975	1.93482	-1.65436	-0.000610352	5	
0.0283333	0.00854492	1.93176	-1.96136	-0.0012207	5	
0.0284167	0.00823975	1.92871	-2.29767	0	5	
0.0285	0.00732422	1.93329	-2.63123	-0.0012207	5	
0.0285833	0.00793457	1.93329	-2.93579	-0.000915527	5	
0.0286667	0.00732422	1.93634	-3.19305	-0.000610352	5	
0.02875	0.00793457	1.93482	-3.39233	-0.000915527	5	
0.0288333	0.00823975	1.93329	-3.53119	-0.000305176	5	
0.0289167	0.00793457	1.93176	-3.61237	0	5	
0.029	0.00793457	1.93634	-3.64349	-0.000915527	5	
0.0290833	0.00762939	1.93329	-3.63525	-0.000305176	5	
0.0291667	0.00762939	1.93176	-3.59863	-0.00152588	5	
0.02925	0.00793457	1.93634	-3.54248	0	5	
0.0293333	0.00701904	1.93329	-3.4787	-0.000915527	5	
0.0294167	0.00793457	1.93482	-3.41492	-0.000915527	5	
0.0295	0.00793457	1.93634	-3.35602	-0.000915527	5	
0.0295833	0.00793457	1.93634	-3.30719	-0.000610352	5	
0.0296667	0.00793457	1.93634	-3.26904	-0.0012207	5	
0.02975	0.00823975	1.93024	-3.2428	-0.000610352	5	
0.0298333	0.00762939	1.93176	-3.22632	-0.00183105	5	
0.0299167	0.00732422	1.93482	-3.22021	-0.000610352	5	
0.03	0.00823975	1.93787	-3.22144	0	5	
0.0300833	0.00762939	1.93787	-3.22815	-0.000915527	5	
0.0301667	0.00762939	1.93329	-3.23822	-0.000610352	5	
0.03025	0.00793457	1.93482	-3.2489	-0.000915527	5	
0.0303333	0.00854492	1.93176	-3.26111	-0.000305176	5	
0.0304167	0.00793457	1.93787	-3.26904	-0.000610352	5	
0.0305	0.00793457	1.93329	-3.27606	0	5	
0.0305833	0.00823975	1.94245	-3.28217	-0.000610352	5	
0.0306667	0.00854492	1.93329	-3.28552	-0.000610352	5	
0.03075	0.00762939	1.93939	-3.29071	-0.000610352	5	
0.0308333	0.00762939	1.94092	-3.29254	-0.000610352	5	
0.0309167	0.00762939	1.93024	-3.29651	-0.00183105	5	
0.031	0.00793457	1.93329	-3.29865	-0.000305176	5	
0.0310833	0.00823975	1.94092	-3.302	-0.000915527	5	
0.0311667	0.00793457	1.93329	-3.30505	0	5	
0.03125	0.00793457	1.93329	-3.30872	-0.000610352	5	
0.0313333	0.00762939	1.93482	-3.31024	-0.000305176	5	
0.0314167	0.00793457	1.93024	-3.31207	-0.0012207	5	
0.0315	0.00823975	1.93634	-3.3139	-0.00183105	5	
0.0315833	0.00823975	1.93482	-3.31421	-0.000915527	5	
0.0316667	0.00732422	1.93634	-3.31451	-0.00152588	5	
0.03175	0.00823975	1.93329	-3.31329	-0.000610352	5	
0.0318333	0.00762939	1.93482	-3.31116	-0.0012207	5	
0.0319167	0.00762939	1.93634	-3.30994	-0.000915527	5	
0.032	0.00793457	1.93634	-3.30627	-0.000915527	5	
0.0320833	0.00732422	1.93329	-3.30261	-0.000915527	5	
0.0321667	0.00793457	1.93939	-3.2959	-0.000610352	5	
0.03225	0.00793457	1.93176	-3.28888	0	5	
0.0323333	0.00762939	1.93329	-3.28369	-0.000915527	5	
0.0324167	0.00854492	1.93634	-3.2782	-0.000305176	5	
0.0325	0.00762939	1.93024	-3.27332	-0.000915527	5	
0.0325833	0.00762939	1.93482	-3.2666	-0.000915527	5	
0.0326667	0.00732422	1.93787	-3.26172	-0.00152588	5	
0.03275	0.00793457	1.93329	-3.25775	-0.000610352	5	
0.0328333	0.00823975	1.93329	-3.25714	-0.0012207	5	
0.0329167	0.00823975	1.93482	-3.2605	0	5	
0.033	0.00762939	1.93329	-3.27179	-0.000610352	5	
0.0330833	0.00762939	1.93329	-3.29651	0	5	
0.0331667	0.00854492	1.93482	-3.33557	-0.000610352	5	
0.03325	0.00762939	1.93176	-3.38989	-0.0012207	5	
0.0333333	0.00793457	1.93482	-3.45337	-0.000915527	5	
0.0334167	0.00793457	1.93482	-3.52081	-0.000610352	5	
0.0335	0.00823975	1.93329	-3.5849	-0.000305176	5	
0.0335833	0.00732422	1.93482	-3.64258	-0.000305176	5	
0.0336667	0.00671387	1.93176	-3.69049	-0.000915527	5	
0.03375	0.00793457	1.93634	-3.72589	-0.000610352	5	
0.0338333	0.00762939	1.93329	-3.74847	-0.0012207	5	
0.0339167	0.00823975	1.93329	-3.75824	-0.000305176	5	
0.034	0.00762939	1.93787	-3.75519	-0.000610352	5	
0.0340833	0.00762939	1.93329	-3.74481	-0.0012207	5	
0.0341667	0.00793457	1.93329	-3.72711	-0.000915527	5	
0.03425	0.00793457	1.93634	-3.70636	-0.000915527	5	
0.0343333	0.00793457	1.93634	-3.68561	-0.0012207	5	
0.0344167	0.00823975	1.93482	-3.66486	-0.000915527	5	
0.0345	0.00762939	1.93787	-3.64807	0	5	
0.0345833	0.00762939	1.93482	-3.63281	-0.000305176	5	
0.0346667	0.00854492	1.93482	-3.62213	-0.000610352	5	
0.03475	0.00823975	1.93176	-3.61481	0	5	
0.0348333	0.00823975	1.93787	-3.61023	0	5	
0.0349167	0.00793457	1.93329	-3.60626	-0.000915527	5	
0.035	0.00762939	1.93482	-3.60718	-0.000305176	5	
0.0350833	0.00823975	1.94092	-3.60718	-0.000915527	5	
0.0351667	0.00793457	1.93329	-3.60809	-0.0012207	5	
0.03525	0.00854492	1.93329	-3.60931	-0.000915527	5	
0.0353333	0.00793457	1.93787	-3.60992	-0.00152588	5	
0.0354167	0.00823975	1.93329	-3.61115	-0.000610352	5	
0.0355	0.00793457	1.93482	-3.61237	-0.000305176	5	
0.0355833	0.00793457	1.93176	-3.61359	-0.000915527	5	
0.0356667	0.00854492	1.93482	-3.61633	-0.000915527	5	
0.03575	0.00793457	1.93634	-3.62	-0.000915527	5	
0.0358333	0.00732422	1.92871	-3.62518	-0.000915527	5	
0.0359167	0.00823975	1.93482	-3.62976	-0.000610352	5	
0.036	0.00793457	1.93329	-3.63617	-0.00152588	5	
0.0360833	0.00823975	1.93482	-3.64502	-0.000305176	5	
0.0361667	0.00762939	1.93482	-3.65601	-0.000610352	5	
0.03625	0.00854492	1.93329	-3.66974	0	5	
0.0363333	0.00823975	1.93482	-3.68805	0	5	
0.0364167	0.00823975	1.93939	-3.7085	-0.0012207	5	
0.0365	0.00793457	1.93482	-3.73138	-0.000305176	5	
0.0365833	0.00823975	1.93787	-3.75732	0	5	
