acute161_0005.acq
5 msec/sample
5 channels
PPG100C
Volts
GSR100C
microsiemens
RSP100C
Volts
Scanner TTL
Volts
Scanner Trigger
Volts
min	CH1	CH2	CH3	CH6	CH20	
0.452417	0.00732422	1.94092	-4.45068	-0.000610352	5	
0.4525	0.00793457	1.94397	-4.4577	-0.000305176	5	
0.452583	0.00732422	1.94245	-4.46777	-0.000610352	5	
0.452667	0.00793457	1.93482	-4.48273	-0.00152588	5	
0.45275	0.00732422	1.94245	-4.50195	-0.000305176	5	
0.452833	0.00732422	1.94245	-4.52911	-0.000610352	5	
0.452917	0.00793457	1.94245	-4.5636	-0.000610352	5	
0.453	0.00762939	1.93787	-4.60175	-0.000915527	5	
0.453083	0.00793457	1.94092	-4.64203	0.000305176	5	
0.453167	0.00793457	1.94397	-4.6814	-0.000305176	5	
0.45325	0.00793457	1.94092	-4.71649	0.000305176	5	
0.453333	0.00762939	1.93939	-4.74609	0	5	
0.453417	0.00762939	1.94702	-4.76837	0.000305176	5	
0.4535	0.00701904	1.94245	-4.78333	-0.000915527	5	
0.453583	0.00762939	1.94702	-4.7934	0	5	
0.453667	0.00823975	1.94702	-4.79645	-0.000305176	5	
0.45375	0.00732422	1.93634	-4.79584	-0.0012207	5	
0.453833	0.00793457	1.94702	-4.79095	-0.0012207	5	
0.453917	0.00762939	1.94702	-4.78424	-0.000915527	5	
0.454	0.00793457	1.9455	-4.77631	0	5	
0.454083	0.00732422	1.94245	-4.76837	-0.000610352	5	
0.454167	0.00823975	1.94397	-4.76044	-0.00152588	5	
0.45425	0.00762939	1.94855	-4.75372	-0.000305176	5	
0.454333	0.00732422	1.9455	-4.7467	-0.00152588	5	
0.454417	0.00732422	1.94702	-4.74274	-0.000610352	5	
0.4545	0.00732422	1.94245	-4.73969	-0.000915527	5	
0.454583	0.00762939	1.9455	-4.73663	-0.000610352	5	
0.454667	0.00732422	1.94397	-4.7345	-0.0012207	5	
0.45475	0.00793457	1.94397	-4.73419	0	5	
0.454833	0.00793457	1.94245	-4.73358	-0.000915527	5	
0.454917	0.00732422	1.94245	-4.73358	-0.0012207	5	
0.455	0.00762939	1.94245	-4.73297	-0.000915527	5	
0.455083	0.00732422	1.93939	-4.73328	0.000305176	5	
0.455167	0.00793457	1.94092	-4.7345	-0.000610352	5	
0.45525	0.00732422	1.94092	-4.73206	-0.000610352	5	
0.455333	0.00762939	1.94245	-4.73145	-0.000915527	5	
0.455417	0.00762939	1.94092	-4.72839	-0.000915527	5	
0.4555	0.00762939	1.94092	-4.72382	-0.000610352	5	
0.455583	0.00732422	1.94092	-4.71863	-0.000915527	5	
0.455667	0.00762939	1.94245	-4.71283	-0.000610352	5	
0.45575	0.00762939	1.94092	-4.70642	0	5	
0.455833	0.00793457	1.9455	-4.70001	-0.000915527	5	
0.455917	0.00732422	1.94397	-4.69299	0	5	
0.456	0.00732422	1.9455	-4.68475	-0.000305176	5	
0.456083	0.00701904	1.94855	-4.6756	-0.000610352	5	
0.456167	0.00793457	1.94397	-4.66522	0	5	
0.45625	0.00823975	1.94397	-4.6524	-0.000610352	5	
0.456333	0.00762939	1.94397	-4.63928	-0.0012207	5	
0.456417	0.00732422	1.94855	-4.62585	-0.000610352	5	
0.4565	0.00671387	1.94397	-4.61121	-0.000915527	5	
0.456583	0.00732422	1.94092	-4.59808	-0.000915527	5	
0.456667	0.00793457	1.9455	-4.58557	-0.000610352	5	
0.45675	0.00793457	1.94245	-4.57489	-0.0012207	5	
0.456833	0.00732422	1.94245	-4.56665	-0.000915527	5	
0.456917	0.00762939	1.94397	-4.55902	-0.00152588	5	
0.457	0.00732422	1.9455	-4.55383	0.000915527	5	
0.457083	0.00793457	1.93939	-4.54803	0	5	
0.457167	0.00762939	1.94855	-4.54407	-0.000610352	5	
0.45725	0.00762939	1.9455	-4.53949	0.000915527	5	
0.457333	0.00732422	1.9455	-4.53461	-0.000305176	5	
0.457417	0.00793457	1.9455	-4.5282	0	5	
0.4575	0.00732422	1.94245	-4.52148	-0.000915527	5	
0.457583	0.00762939	1.9455	-4.51263	-0.000305176	5	
0.457667	0.00762939	1.94397	-4.50653	-0.00183105	5	
0.45775	0.00793457	1.94245	-4.49829	-0.000305176	5	
0.457833	0.00701904	1.9455	-4.49188	-0.000915527	5	
0.457917	0.00701904	1.94245	-4.48578	-0.000915527	5	
0.458	0.00793457	1.9455	-4.47876	-0.000915527	5	
0.458083	0.00762939	1.9455	-4.47418	0.000305176	5	
0.458167	0.00701904	1.94397	-4.46991	-0.000610352	5	
0.45825	0.00793457	1.94397	-4.46533	-0.00152588	5	
0.458333	0.00793457	1.94092	-4.46106	0.000305176	5	
0.458417	0.00732422	1.93939	-4.45862	-0.000305176	5	
0.4585	0.00762939	1.94092	-4.45435	-0.0012207	5	
0.458583	0.00732422	1.94092	-4.4516	-0.00152588	5	
0.458667	0.00793457	1.94245	-4.44885	-0.000610352	5	
0.45875	0.00732422	1.93939	-4.44427	-0.000610352	5	
0.458833	0.00732422	1.94245	-4.44061	-0.0012207	5	
0.458917	0.00762939	1.94397	-4.43481	-0.000915527	5	
0.459	0.00823975	1.9455	-4.42963	-0.000305176	5	
0.459083	0.00793457	1.94245	-4.42474	-0.00152588	5	
0.459167	0.00793457	1.93939	-4.42108	-0.000305176	5	
0.45925	0.00762939	1.93634	-4.4162	-0.000610352	5	
0.459333	0.00762939	1.94245	-4.41162	-0.00152588	5	
0.459417	0.00762939	1.93787	-4.40826	-0.000610352	5	
0.4595	0.00671387	1.93787	-4.4046	-0.000915527	5	
0.459583	0.00732422	1.93787	-4.39972	-0.000915527	5	
0.459667	0.00762939	1.94245	-4.39575	-0.000915527	5	
0.45975	0.00762939	1.94092	-4.3924	0.000915527	5	
0.459833	0.00732422	1.93634	-4.38751	-0.000305176	5	
0.459917	0.00732422	1.94092	-4.38354	-0.000915527	5	
0.46	0.00762939	1.94245	-4.37927	-0.0012207	5	
0.460083	0.00701904	1.94397	-4.37714	-0.000610352	5	
0.460167	0.00762939	1.94702	-4.37408	-0.00183105	5	
0.46025	0.00701904	1.94702	-4.37195	0	5	
0.460333	0.00732422	1.94092	-4.37073	0	5	
0.460417	0.00793457	1.9455	-4.36707	-0.0012207	5	
0.4605	0.00762939	1.9455	-4.36462	0	5	
0.460583	0.00762939	1.94092	-4.3631	0.000305176	5	
0.460667	0.00793457	1.9455	-4.35883	-0.0012207	5	
0.46075	0.00732422	1.94092	-4.35455	-0.0012207	5	
0.460833	0.00732422	1.94397	-4.34875	-0.000610352	5	
0.460917	0.00762939	1.94397	-4.34021	-0.000305176	5	
0.461	0.00732422	1.94397	-4.33136	-0.00183105	5	
0.461083	0.00732422	1.94397	-4.32037	-0.000610352	5	
0.461167	0.00762939	1.94245	-4.30878	0.000305176	5	
0.46125	0.00793457	1.94397	-4.29718	-0.000610352	5	
0.461333	0.00732422	1.94397	-4.28497	0.000610352	5	
0.461417	0.00701904	1.93787	-4.2746	-0.000915527	5	
0.4615	0.00854492	1.94702	-4.26483	-0.000610352	5	
0.461583	0.00701904	1.9455	-4.25568	-0.000915527	5	
0.461667	0.00793457	1.94397	-4.24713	-0.0012207	5	
0.46175	0.00762939	1.9455	-4.23737	0	5	
0.461833	0.00732422	1.94245	-4.22607	-0.000915527	5	
0.461917	0.00793457	1.94092	-4.21173	-0.00213623	5	
0.462	0.00701904	1.94092	-4.19586	-0.000305176	5	
0.462083	0.00762939	1.94092	-4.17938	-0.000915527	5	
0.462167	0.00793457	1.93787	-4.16382	-0.0012207	5	
0.46225	0.00671387	1.94245	-4.14917	0	5	
0.462333	0.00823975	1.94397	-4.13574	-0.000915527	5	
0.462417	0.00732422	1.93787	-4.12506	-0.0012207	5	
0.4625	0.00793457	1.94245	-4.11713	-0.000915527	5	
0.462583	0.00701904	1.94397	-4.10889	-0.00152588	5	
0.462667	0.00762939	1.93787	-4.10431	0	5	
0.46275	0.00732422	1.94245	-4.09882	-0.000610352	5	
0.462833	0.00732422	1.94092	-4.09454	-0.00152588	5	
0.462917	0.00762939	1.94245	-4.08997	-0.0012207	5	
0.463	0.00701904	1.93787	-4.08539	-0.000915527	5	
0.463083	0.00762939	1.94092	-4.07867	-0.0012207	5	
0.463167	0.00732422	1.94092	-4.07379	-0.00183105	5	
0.46325	0.00762939	1.94092	-4.06525	-0.000305176	5	
0.463333	0.00762939	1.94245	-4.05975	-0.0012207	5	
0.463417	0.00732422	1.94702	-4.05518	-0.000610352	5	
0.4635	0.00732422	1.9455	-4.05487	-0.000915527	5	
0.463583	0.00701904	1.94092	-4.05762	0	5	
0.463667	0.00762939	1.9455	-4.06555	-0.000610352	5	
0.46375	0.00732422	1.94245	-4.07501	-0.000915527	5	
0.463833	0.00793457	1.94397	-4.08722	-0.00152588	5	
0.463917	0.00701904	1.95007	-4.09851	0	5	
0.464	0.00701904	1.94702	-4.10889	0	5	
0.464083	0.00732422	1.93939	-4.11621	-0.000610352	5	
0.464167	0.00732422	1.94855	-4.12048	-0.000610352	5	
0.46425	0.00762939	1.9455	-4.12262	0.000915527	5	
0.464333	0.00762939	1.94397	-4.12384	-0.000610352	5	
0.464417	0.00762939	1.94092	-4.12018	-0.000305176	5	
0.4645	0.00793457	1.94397	-4.11682	-0.0012207	5	
0.464583	0.00762939	1.94245	-4.11163	0	5	
0.464667	0.00762939	1.94397	-4.10645	-0.000305176	5	
0.46475	0.00762939	1.94397	-4.10217	-0.00152588	5	
0.464833	0.00762939	1.94092	-4.09576	-0.000915527	5	
0.464917	0.00701904	1.94092	-4.0918	0	5	
0.465	0.00762939	1.94397	-4.08783	0	5	
0.465083	0.00732422	1.94397	-4.08386	0	5	
0.465167	0.00762939	1.94092	-4.0802	0	5	
0.46525	0.00793457	1.94855	-4.07593	-0.00152588	5	
0.465333	0.00732422	1.94397	-4.0744	0	5	
0.465417	0.00762939	1.9455	-4.07135	-0.0012207	5	
0.4655	0.00732422	1.94245	-4.06738	0	5	
0.465583	0.00701904	1.94245	-4.06433	-0.000610352	5	
0.465667	0.00732422	1.9455	-4.05975	0	5	
0.46575	0.00732422	1.93939	-4.0564	-0.000610352	5	
0.465833	0.00793457	1.94855	-4.05273	-0.000610352	5	
0.465917	0.00732422	1.94092	-4.04907	0	5	
0.466	0.00793457	1.94245	-4.04755	-0.000915527	5	
0.466083	0.00793457	1.93787	-4.04449	-0.000915527	5	
0.466167	0.00732422	1.93787	-4.04419	0	5	
0.46625	0.00793457	1.94092	-4.04205	-0.0012207	5	
0.466333	0.00793457	1.93939	-4.04175	-0.000610352	5	
0.466417	0.00762939	1.93939	-4.04205	-0.00152588	5	
0.4665	0.00732422	1.93939	-4.04266	-0.000610352	5	
0.466583	0.00762939	1.93787	-4.04358	-0.000915527	5	
0.466667	0.00762939	1.94092	-4.0451	-0.00152588	5	
0.46675	0.00823975	1.9455	-4.04572	-0.000915527	5	
0.466833	0.00732422	1.94245	-4.04816	-0.000610352	5	
0.466917	0.00793457	1.94855	-4.04877	-0.00152588	5	
0.467	0.00732422	1.94245	-4.04968	0.000610352	5	
0.467083	0.00793457	1.9455	-4.0506	-0.0012207	5	
0.467167	0.00793457	1.9455	-4.04968	-0.000305176	5	
0.46725	0.00732422	1.93634	-4.04999	-0.000610352	5	
0.467333	0.00701904	1.9455	-4.04846	-0.000305176	5	
0.467417	0.00732422	1.93939	-4.04724	-0.000305176	5	
0.4675	0.00762939	1.94245	-4.04602	-0.000915527	5	
0.467583	0.00762939	1.94245	-4.04388	-0.000915527	5	
0.467667	0.00762939	1.94245	-4.04266	-0.0012207	5	
0.46775	0.00762939	1.94245	-4.04205	0	5	
0.467833	0.00762939	1.94397	-4.04175	0	5	
0.467917	0.00732422	1.94245	-4.04114	-0.000610352	5	
0.468	0.00793457	1.94855	-4.04053	-0.0012207	5	
0.468083	0.00793457	1.93787	-4.04022	0.000305176	5	
0.468167	0.00762939	1.94245	-4.04144	-0.000915527	5	
0.46825	0.00823975	1.94092	-4.04053	-0.000305176	5	
0.468333	0.00762939	1.94092	-4.04083	-0.000915527	5	
0.468417	0.00793457	1.94397	-4.04083	-0.0012207	5	
0.4685	0.00762939	1.93787	-4.04205	-0.000915527	5	
0.468583	0.00762939	1.9455	-4.04144	0	5	
0.468667	0.00732422	1.94245	-4.04144	0	5	
0.46875	0.00793457	1.94245	-4.04022	0	5	
0.468833	0.00793457	1.94092	-4.03778	0	5	
0.468917	0.00762939	1.94092	-4.03412	-0.000915527	5	
0.469	0.00762939	1.93787	-4.02802	-0.00152588	5	
0.469083	0.00762939	1.93939	-4.0213	-0.000915527	5	
0.469167	0.00762939	1.94092	-4.01611	-0.00152588	5	
0.46925	0.00823975	1.94092	-4.00818	-0.000305176	5	
0.469333	0.00793457	1.93787	-4.00238	0	5	
0.469417	0.00823975	1.94092	-3.99719	0	5	
0.4695	0.00793457	1.9455	-3.99292	0.000305176	5	
0.469583	0.00793457	1.94245	-3.98956	-0.000915527	5	
0.469667	0.00793457	1.9455	-3.98682	-0.000610352	5	
0.46975	0.00701904	1.93939	-3.98499	-0.000915527	5	
0.469833	0.00823975	1.94397	-3.98346	0.000305176	5	
0.469917	0.00793457	1.9455	-3.98224	-0.000610352	5	
0.47	0.00793457	1.94245	-3.98132	0.000305176	5	
0.470083	0.00762939	1.94245	-3.98102	-0.000305176	5	
0.470167	0.00854492	1.9455	-3.98102	-0.000305176	5	
0.47025	0.00823975	1.94397	-3.98132	0	5	
0.470333	0.00762939	1.94245	-3.98285	-0.000610352	5	
0.470417	0.00823975	1.94397	-3.98438	0	5	
0.4705	0.00762939	1.94245	-3.98712	-0.0012207	5	
0.470583	0.00823975	1.94702	-3.99017	-0.0012207	5	
0.470667	0.00793457	1.9455	-3.99353	0.000305176	5	
0.47075	0.00793457	1.9455	-3.99811	-0.000610352	5	
0.470833	0.00762939	1.93939	-4.00269	-0.000305176	5	
0.470917	0.00762939	1.94397	-4.00726	-0.000305176	5	
0.471	0.00823975	1.94397	-4.01245	-0.000915527	5	
0.471083	0.00793457	1.94092	-4.01855	-0.00183105	5	
0.471167	0.00762939	1.94092	-4.02466	-0.000915527	5	
0.47125	0.00823975	1.94092	-4.03076	-0.00152588	5	
0.471333	0.00793457	1.94092	-4.03961	-0.000610352	5	
0.471417	0.00732422	1.94092	-4.04785	-0.000915527	5	
0.4715	0.00701904	1.93939	-4.0567	-0.000915527	5	
0.471583	0.00762939	1.94092	-4.06921	-0.000610352	5	
0.471667	0.00732422	1.94397	-4.08875	-0.000915527	5	
0.47175	0.00732422	1.93787	-4.11774	0.000305176	5	
0.471833	0.00793457	1.94245	-4.15894	-0.000915527	5	
0.471917	0.00793457	1.93939	-4.21112	-0.000610352	5	
0.472	0.00732422	1.94245	-4.27246	-0.000610352	5	
0.472083	0.00732422	1.94397	-4.33777	-0.000610352	5	
0.472167	0.00732422	1.94092	-4.40247	-0.000610352	5	
0.47225	0.00732422	1.94092	-4.46045	-0.0012207	5	
0.472333	0.00701904	1.93787	-4.51019	0	5	
0.472417	0.00762939	1.93787	-4.54987	-0.00152588	5	
0.4725	0.00762939	1.94245	-4.57794	-0.000915527	5	
0.472583	0.00762939	1.94092	-4.59534	-0.000610352	5	
0.472667	0.00732422	1.9455	-4.60571	-0.0012207	5	
0.47275	0.00762939	1.94092	-4.60724	-0.000915527	5	
0.472833	0.00793457	1.9455	-4.60449	-0.000305176	5	
0.472917	0.00732422	1.94855	-4.59808	-0.000610352	5	
0.473	0.00762939	1.94245	-4.58984	0	5	
0.473083	0.00762939	1.94092	-4.58282	-0.000610352	5	
0.473167	0.00732422	1.94092	-4.5755	-0.000305176	5	
0.47325	0.00701904	1.94245	-4.56909	-0.0012207	5	
0.473333	0.00793457	1.94397	-4.56299	-0.000915527	5	
0.473417	0.00732422	1.9455	-4.55933	-0.000305176	5	
0.4735	0.00732422	1.94092	-4.55658	-0.0012207	5	
0.473583	0.00762939	1.94245	-4.55383	-0.000915527	5	
0.473667	0.00671387	1.94855	-4.54987	-0.000915527	5	
0.47375	0.00823975	1.9455	-4.5459	0	5	
0.473833	0.00701904	1.94397	-4.54193	0	5	
0.473917	0.00762939	1.94092	-4.53888	-0.000610352	5	
0.474	0.00732422	1.9455	-4.53491	-0.0012207	5	
0.474083	0.00762939	1.94092	-4.53217	0.000610352	5	
0.474167	0.00732422	1.94397	-4.53003	-0.000610352	5	
0.47425	0.00732422	1.94245	-4.52667	-0.000305176	5	
0.474333	0.00762939	1.94092	-4.52393	0	5	
0.474417	0.00732422	1.94397	-4.51935	-0.000915527	5	
0.4745	0.00793457	1.93939	-4.51355	-0.000305176	5	
0.474583	0.00793457	1.94245	-4.50745	-0.000610352	5	
0.474667	0.00793457	1.94092	-4.49951	-0.0012207	5	
0.47475	0.00701904	1.94397	-4.49371	0.000305176	5	
0.474833	0.00671387	1.9455	-4.4873	-0.000610352	5	
0.474917	0.00732422	1.94397	-4.48486	0	5	
0.475	0.00762939	1.94397	-4.48334	0	5	
0.475083	0.00793457	1.94702	-4.48486	-0.000915527	5	
0.475167	0.00701904	1.94245	-4.48853	0	5	
0.47525	0.00732422	1.94245	-4.49371	-0.0012207	5	
0.475333	0.00793457	1.94092	-4.49677	-0.000610352	5	
0.475417	0.00732422	1.93939	-4.49982	-0.000305176	5	
0.4755	0.00732422	1.9455	-4.4986	0	5	
0.475583	0.00732422	1.94092	-4.49371	-0.000305176	5	
0.475667	0.00762939	1.9455	-4.48456	-0.000305176	5	
0.47575	0.00793457	1.93939	-4.47052	-0.000305176	5	
0.475833	0.00762939	1.94092	-4.45343	-0.000610352	5	
0.475917	0.00793457	1.94397	-4.4342	-0.000305176	5	
0.476	0.00701904	1.94245	-4.41528	-0.000305176	5	
0.476083	0.00793457	1.9455	-4.39545	-0.0012207	5	
0.476167	0.00732422	1.93482	-4.37653	-0.000610352	5	
0.47625	0.00823975	1.94397	-4.35699	-0.000915527	5	
0.476333	0.00793457	1.94245	-4.33899	-0.0012207	5	
0.476417	0.00762939	1.94092	-4.32281	0	5	
0.4765	0.00701904	1.93787	-4.30573	-0.00152588	5	
0.476583	0.00793457	1.93634	-4.28864	-0.0012207	5	
0.476667	0.00762939	1.94092	-4.26971	-0.000915527	5	
0.47675	0.00854492	1.94397	-4.24896	-0.0012207	5	
0.476833	0.00793457	1.93939	-4.22607	0	5	
0.476917	0.00762939	1.94397	-4.20441	-0.000915527	5	
0.477	0.00732422	1.94245	-4.1806	-0.000610352	5	
0.477083	0.00701904	1.94397	-4.15558	-0.000915527	5	
0.477167	0.00793457	1.94245	-4.13025	-0.0012207	5	
0.47725	0.00762939	1.94702	-4.10461	-0.000915527	5	
0.477333	0.00732422	1.94397	-4.08081	-0.000305176	5	
0.477417	0.00762939	1.94397	-4.05914	-0.00152588	5	
0.4775	0.00762939	1.94397	-4.04022	-0.000610352	5	
0.477583	0.00762939	1.94397	-4.02344	-0.000610352	5	
0.477667	0.00823975	1.94397	-4.01062	-0.0012207	5	
0.47775	0.00732422	1.93939	-4.00085	0	5	
0.477833	0.00823975	1.94702	-3.992	-0.000305176	5	
0.477917	0.00701904	1.94397	-3.98438	-0.000610352	5	
0.478	0.00732422	1.94245	-3.97614	-0.000915527	5	
0.478083	0.00762939	1.9455	-3.96515	0	5	
0.478167	0.00701904	1.93787	-3.95416	-0.0012207	5	
0.47825	0.00732422	1.93634	-3.94135	-0.000915527	5	
0.478333	0.00793457	1.94397	-3.92944	-0.000610352	5	
0.478417	0.00701904	1.93787	-3.91754	-0.0012207	5	
0.4785	0.00701904	1.94092	-3.90686	-0.000915527	5	
0.478583	0.00732422	1.93939	-3.89923	-0.000610352	5	
0.478667	0.00762939	1.94092	-3.89587	0	5	
0.47875	0.00732422	1.93939	-3.89862	0	5	
0.478833	0.00701904	1.94245	-3.90686	0	5	
0.478917	0.00762939	1.94702	-3.92151	-0.000610352	5	
0.479	0.00701904	1.94092	-3.94257	-0.000305176	5	
0.479083	0.00732422	1.94245	-3.96576	-0.000915527	5	
0.479167	0.00732422	1.9455	-3.99017	-0.000305176	5	
0.47925	0.00732422	1.94245	-4.01306	-0.000915527	5	
0.479333	0.00762939	1.94092	-4.03046	-0.000305176	5	
0.479417	0.00762939	1.94397	-4.04205	-0.0012207	5	
0.4795	0.00701904	1.94397	-4.04724	-0.000915527	5	
0.479583	0.00762939	1.9455	-4.04572	-0.000610352	5	
0.479667	0.00793457	1.94702	-4.03961	-0.000610352	5	
0.47975	0.00762939	1.94397	-4.02985	-0.000915527	5	
0.479833	0.00762939	1.9455	-4.01703	-0.000610352	5	
0.479917	0.00762939	1.94245	-4.00421	-0.0012207	5	
0.48	0.00823975	1.94702	-3.99109	0	5	
0.480083	0.00793457	1.94397	-3.97919	-0.000915527	5	
0.480167	0.00793457	1.9455	-3.97095	-0.000915527	5	
0.48025	0.00793457	1.9455	-3.9624	-0.000305176	5	
0.480333	0.00762939	1.94397	-3.9566	-0.00152588	5	
0.480417	0.00793457	1.93939	-3.95142	-0.000915527	5	
0.4805	0.00762939	1.94855	-3.94836	-0.000915527	5	
0.480583	0.00793457	1.94702	-3.94623	0	5	
0.480667	0.00732422	1.94702	-3.94531	0	5	
0.48075	0.00793457	1.94702	-3.9444	0	5	
0.480833	0.00762939	1.94092	-3.94623	-0.0012207	5	
0.480917	0.00823975	1.94397	-3.94775	-0.000610352	5	
0.481	0.00823975	1.95007	-3.95142	-0.0012207	5	
0.481083	0.00793457	1.94245	-3.95416	-0.0012207	5	
0.481167	0.00793457	1.94397	-3.95782	-0.000305176	5	
0.48125	0.00793457	1.9455	-3.96027	-0.000305176	5	
0.481333	0.00762939	1.94855	-3.9624	-0.000915527	5	
0.481417	0.00762939	1.9455	-3.96393	-0.000305176	5	
0.4815	0.00793457	1.94245	-3.96454	-0.000610352	5	
0.481583	0.00823975	1.94855	-3.96332	-0.0012207	5	
0.481667	0.00793457	1.94397	-3.9621	-0.000305176	5	
0.48175	0.00762939	1.9455	-3.96118	-0.000610352	5	
0.481833	0.00793457	1.94245	-3.95844	0	5	
0.481917	0.00701904	1.93787	-3.95447	-0.0012207	5	
0.482	0.00762939	1.94397	-3.94806	-0.0012207	5	
0.482083	0.00762939	1.9455	-3.94165	-0.000915527	5	
0.482167	0.00762939	1.94245	-3.93524	-0.00152588	5	
0.48225	0.00762939	1.94245	-3.92761	-0.000915527	5	
0.482333	0.00793457	1.9455	-3.91998	-0.000610352	5	
0.482417	0.00762939	1.94245	-3.91357	-0.000610352	5	
0.4825	0.00793457	1.9455	-3.90869	0.000915527	5	
0.482583	0.00732422	1.93787	-3.90533	-0.000305176	5	
0.482667	0.00854492	1.94702	-3.90289	-0.000915527	5	
0.48275	0.00732422	1.94092	-3.90076	-0.000915527	5	
0.482833	0.00793457	1.94245	-3.90228	-0.000610352	5	
0.482917	0.00793457	1.94397	-3.90381	-0.000610352	5	
0.483	0.00671387	1.9455	-3.90594	-0.00152588	5	
0.483083	0.00701904	1.94702	-3.90594	-0.00152588	5	
0.483167	0.00823975	1.9455	-3.90564	-0.000305176	5	
0.48325	0.00701904	1.93939	-3.90533	-0.00213623	5	
0.483333	0.00823975	1.94245	-3.9035	-0.000610352	5	
0.483417	0.00762939	1.94245	-3.90259	-0.000915527	5	
0.4835	0.00793457	1.94702	-3.90259	0	5	
0.483583	0.00793457	1.94245	-3.90411	0	5	
0.483667	0.00732422	1.93482	-3.909	-0.000305176	5	
0.48375	0.00854492	1.94702	-3.91571	-0.000305176	5	
0.483833	0.00762939	1.93939	-3.92212	-0.000610352	5	
0.483917	0.00762939	1.94092	-3.93066	0	5	
0.484	0.00854492	1.94397	-3.93646	-0.000610352	5	
0.484083	0.00732422	1.94245	-3.94073	-0.0012207	5	
0.484167	0.00793457	1.9455	-3.94196	-0.0012207	5	
0.48425	0.00762939	1.9455	-3.94196	0	5	
0.484333	0.00762939	1.94397	-3.94012	-0.00152588	5	
0.484417	0.00793457	1.94397	-3.93524	-0.000610352	5	
0.4845	0.00762939	1.9455	-3.92914	-0.000305176	5	
0.484583	0.00762939	1.9455	-3.92365	-0.000915527	5	
0.484667	0.00762939	1.9455	-3.91632	0	5	
0.48475	0.00762939	1.94092	-3.91022	-0.000610352	5	
0.484833	0.0088501	1.94855	-3.9032	-0.000915527	5	
0.484917	0.00762939	1.94092	-3.8974	-0.000915527	5	
0.485	0.00854492	1.94092	-3.89252	-0.000305176	5	
0.485083	0.00762939	1.94397	-3.88824	-0.000305176	5	
0.485167	0.00732422	1.94397	-3.88519	-0.0012207	5	
0.48525	0.00732422	1.94397	-3.88275	-0.000915527	5	
0.485333	0.00793457	1.94702	-3.88062	-0.000915527	5	
0.485417	0.00762939	1.9455	-3.88092	-0.000915527	5	
0.4855	0.00732422	1.94397	-3.8797	-0.000305176	5	
0.485583	0.00793457	1.9455	-3.87787	-0.000915527	5	
0.485667	0.00823975	1.9455	-3.8739	-0.000305176	5	
0.48575	0.00793457	1.9455	-3.86841	-0.000915527	5	
0.485833	0.00762939	1.9455	-3.86261	-0.000305176	5	
0.485917	0.00823975	1.94855	-3.85498	0	5	
0.486	0.00732422	1.94397	-3.84583	-0.00152588	5	
0.486083	0.00793457	1.9455	-3.83759	0.000305176	5	
0.486167	0.00793457	1.9455	-3.82904	-0.000915527	5	
0.48625	0.00732422	1.94092	-3.82111	-0.000305176	5	
0.486333	0.00793457	1.94245	-3.81348	-0.000305176	5	
0.486417	0.00762939	1.9455	-3.80615	-0.00152588	5	
0.4865	0.00762939	1.94245	-3.79944	0	5	
0.486583	0.00793457	1.94092	-3.79303	-0.000915527	5	
0.486667	0.00793457	1.94397	-3.78571	-0.000610352	5	
0.48675	0.00701904	1.94092	-3.78082	-0.000610352	5	
0.486833	0.00762939	1.9455	-3.77563	-0.00152588	5	
0.486917	0.00732422	1.9455	-3.77136	-0.000610352	5	
0.487	0.00732422	1.94397	-3.76862	-0.000915527	5	
0.487083	0.00793457	1.94397	-3.76465	-0.000915527	5	
0.487167	0.00732422	1.94092	-3.76251	0	5	
0.48725	0.00732422	1.94092	-3.7616	-0.000305176	5	
0.487333	0.00701904	1.94397	-3.76038	0.000305176	5	
0.487417	0.00701904	1.93634	-3.75854	-0.0012207	5	
0.4875	0.00793457	1.9455	-3.75763	-0.0012207	5	
0.487583	0.00671387	1.93939	-3.7558	-0.000610352	5	
0.487667	0.00793457	1.94245	-3.75519	-0.0012207	5	
0.48775	0.00762939	1.94245	-3.75397	-0.000305176	5	
0.487833	0.00762939	1.94092	-3.75275	-0.0012207	5	
0.487917	0.00762939	1.94245	-3.75214	-0.000915527	5	
0.488	0.00701904	1.9455	-3.75336	-0.00152588	5	
0.488083	0.00762939	1.94245	-3.75519	-0.000915527	5	
0.488167	0.00762939	1.94245	-3.75641	-0.000915527	5	
0.48825	0.00762939	1.9455	-3.75488	-0.000610352	5	
0.488333	0.00823975	1.94397	-3.75122	-0.000915527	5	
0.488417	0.00793457	1.95007	-3.74451	-0.000610352	5	
0.4885	0.00762939	1.94245	-3.73596	-0.000610352	5	
0.488583	0.00762939	1.94702	-3.72467	-0.000610352	5	
0.488667	0.00762939	1.94397	-3.71277	-0.0012207	5	
0.48875	0.00793457	1.94397	-3.70239	-0.000610352	5	
0.488833	0.00732422	1.9455	-3.6908	-0.000915527	5	
0.488917	0.00732422	1.9455	-3.68073	0	5	
0.489	0.00793457	1.94092	-3.67096	0.000305176	5	
0.489083	0.00793457	1.94855	-3.66241	-0.000915527	5	
0.489167	0.00732422	1.94092	-3.65326	0.000610352	5	
0.48925	0.00671387	1.94397	-3.64594	-0.000610352	5	
0.489333	0.00732422	1.9455	-3.63831	-0.000610352	5	
0.489417	0.00732422	1.94092	-3.6319	-0.000915527	5	
0.4895	0.00762939	1.94245	-3.62518	-0.000610352	5	
